,name,description,category,img_urls
10,BOTÍN PIEL TACÓN CUADRADO,Zapato tipo botín en piel. Tacón ancho cuadrado. Acabado en punta cuadrada. Cierre mediante cremallera en el lateral. ,BOTIN TACON,https://static.zara.net/photos///2022/I/1/1/p/1133/010/102/2/w/2048/1133010102_15_1_1.jpg?ts=1668077446386
11,VESTIDO MIDI DRAPEADO,Vestido midi con cuello redondo y manga corta. Detalle de tejido drapeado. Cierre con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/4437/294/800/2/w/2048/4437294800_2_2_1.jpg?ts=1668158623075
12,SANDALIA METALIZADA POMPÓN,Zapato de tacón tipo sandalia con acabado efecto metalizado. Detalle de pompón decorativo en la parte delantera. Cierre mediante hebilla en la pulsera del tobillo. ,SANDALIA,https://static.zara.net/photos///2022/I/1/1/p/3360/010/808/2/w/2048/3360010808_15_3_1.jpg?ts=1668164195640
13,PANTALÓN FLUIDO TERCIOPELO,"Pantalón de tiro alto con bolsillos laterales ocultos en costura. Pierna recta. Cierre frontal con cremallera, botón y ganchos metálicos.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/2731/323/430/2/w/2048/2731323430_1_1_1.jpg?ts=1668168646780
14,BLAZER TERCIOPELO BOLSILLOS,Blazer de cuello solapa y manga larga. Bolsillos con solapa en delantero. Forro interior. Cierre frontal con botón.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2731/322/430/2/w/2048/2731322430_2_2_1.jpg?ts=1668168612222
15,TOP TIRANTES NUDOS,Top confeccionado con tejido en mezcla de viscosa. Escote pico y tirantes cruzados en espalda. Detalle de nudos. Cierre en espalda con cremallera oculta en costura.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9479/260/800/2/w/2048/9479260800_2_1_1.jpg?ts=1668157021756
16,VESTIDO MIDI FLUIDO,Vestido midi fluido de escote pico y manga larga. Detalle de frunces en delantero. Bajo acabado en linea envasé.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/4437/289/807/2/w/2048/4437289807_2_4_1.jpg?ts=1668156985156
17,BOMBER EFECTO PELO,Bomber de cuello subido y manga larga acabada en puño. Bolsillos en delantero. Acabados en rib. Cierre frontal con cremallera.,CAZADORA,https://static.zara.net/photos///2022/I/0/1/p/4360/249/800/2/w/2048/4360249800_2_5_1.jpg?ts=1668156970287
18,VESTIDO FRUNCES NARCISO RODRIGUEZ,Vestido midi confeccionado con tejido en mezcla de lana. Cuello amplio y manga sisa. Detalle de tejido con frunces. Bajo acabado en abertura. Cierre lateral con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8158/897/800/2/w/2048/8158897800_1_1_1.jpg?ts=1668156993835
19,FALDA CORTA LENTEJUELAS,Falda corta de tiro alto con detalle de aplicación de lentejuelas. Bajo asimétrico. Vivos combinados a contraste. Cierre con cremallera oculta en costura.,FALDA,https://static.zara.net/photos///2022/I/0/1/p/7963/103/445/2/w/2048/7963103445_1_1_1.jpg?ts=1668156985358
20,TOP LENTEJUELAS VIVOS,Top de cuello redondo y manga sisa con aplicación de lentejuelas. Detalle de vivos combinados a contraste. Cierre en espalda con botón.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9341/103/445/2/w/2048/9341103445_2_1_1.jpg?ts=1668157032739
21,TOP ASIMÉTRICO METALIZADO,Top de cuello redondo con manga corta y superposición de tejido tipo capa. Espalda descubierta.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/8739/995/808/4/w/4176/8739995808_9_1_1.jpg?ts=1668159132172
22,CAMISA SATINADA,Camisa satinada confeccionada en viscosa. Cuello solapa y manga larga acabada en puño. Bajo asimétrico. Cierre frontal con botones.,CAMISA,https://static.zara.net/photos///2023/V/0/1/p/2731/254/430/2/w/2048/2731254430_2_3_1.jpg?ts=1668167758961
23,JEANS ZW THE HIGH RISE SLIM BRILLOS,Slim Fit - Straight Leg - High Waist,PANTALON,https://static.zara.net/photos///2023/V/0/1/p/6840/043/427/2/w/2048/6840043427_2_4_1.jpg?ts=1668157071257
24,TOP ESCOTE DRAPEADO,Top satinado de escote pico drapeado. Cierre en cuello con botones.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9479/258/800/3/w/2048/9479258800_2_6_1.jpg?ts=1668158911223
25,ABRIGO LARGO EFECTO PELO,Abrigo largo de cuello solapa y manga larga. Bolsillos en delantero. Cinturón lazada en mismo tejido. Forro interior combinado a tono. Cierre frontal con botones a presión.,ABRIGO,https://static.zara.net/photos///2022/I/0/1/p/4360/244/712/2/w/2048/4360244712_1_1_1.jpg?ts=1668160291086
26,BLUSA CAPA LENTEJUELAS,Blusa con aplicación de lentejuelas de cuello subido y manga tipo capa abierta. Detalle de cuello y puños combinados en terciopelo. Cierre en espalda con abertura y botones.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/8991/975/800/2/w/4176/8991975800_9_2_1.jpg?ts=1668157034619
27,CAPA BOTONES LIMITED EDITION,Capa larga confeccionada con tejido en mezcla de viscosa y lana. Bajo asimétrico. Cierre frontal con botones metálicos en relieve.,ABRIGO,https://static.zara.net/photos///2022/I/0/1/p/8955/846/401/2/w/2048/8955846401_1_1_1.jpg?ts=1668156989994
28,CHALECO ENTALLADO BOLSILLOS,Chaleco confeccionado con tejido en mezcla de viscosa. Escote pico y manga sisa. Falsos bolsillos de vivo en delantero. Forro interior combinado a tono. Cierre frontal con botones.,CHALECO,https://static.zara.net/photos///2022/I/0/1/p/9237/420/800/17/w/2048/9237420800_2_1_1.jpg?ts=1668160028431
29,PANTALÓN SKINNY,"Pantalón skinny de tiro medio confeccionado con tejido en mezcla de viscosa. Bolsillos laterales y de vivo con botón en espalda. Cierre frontal con cremallera, botón y ganchos metálicos.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/8779/420/800/2/w/2048/8779420800_2_3_1.jpg?ts=1668156960237
30,ABRIGO MASCULINO RAYA DIPLOMÁTICA LIMITED EDITION,Abrigo masculino confeccionado con tejido en mezcla de lana. Cuello solapa y manga larga. Bolsillos con solapa en delantero y de vivo en pecho. Detalle de raya diplomática a contraste. Forro interior combinado a tono. Cierre frontal con botón.,ABRIGO,https://static.zara.net/photos///2022/I/0/1/p/9357/738/803/2/w/2048/9357738803_2_5_1.jpg?ts=1668157017221
31,VESTIDO RAYA DIPLOMÁTICA LIMITED EDITION,Vestido largo de escote recto y hombros descubiertos. Detalle de drapeado lateral. Bajo acabado con abertura. Cierre con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8996/739/800/17/w/2048/8996739800_2_1_1.jpg?ts=1668160055624
32,TOP ASIMÉTRICO FLUIDO,Top de cuello redondo y manga larga acabada en elástico. Detalle de fornitura en delantero y abertura en manga. Cierre en espalda con botón.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/8749/530/401/2/w/2048/8749530401_2_1_1.jpg?ts=1668156960190
33,ZAPATO DESTALONADO CUÑA PIEL,Zapato destalonado tipo salón en piel. Tacón en forma de cuña. Escote en V. Acabado en punta. Tira trasera con pieza elástica. ,ZAPATO TACON,https://static.zara.net/photos///2022/I/1/1/p/1251/010/400/2/w/2048/1251010400_15_2_1.jpg?ts=1663163534304
34,VESTIDO TUL ESTAMPADO,Vestido midi de cuello subido y manga larga. Forro interior combinado a contraste.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/9327/108/050/2/w/4176/9327108050_9_1_1.jpg?ts=1668158830741
35,VESTIDO MIDI FRUNCES,Vestido midi confeccionado en tejido tipo punto. Cuello subido y manga larga. Detalle de frunces. Forro interior combinado a tono. Bajo con abertura en delantero. Cierre en espalda con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/4661/255/700/2/w/2048/4661255700_2_2_1.jpg?ts=1668158813892
36,VESTIDO MIDI FRUNCES,Vestido midi confeccionado en tejido tipo punto. Cuello redondo y manga larga. Detalle de frunces. Forro interior combinado a tono. Bajo con abertura en espalda. Cierre con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8342/229/660/2/w/2048/8342229660_2_1_1.jpg?ts=1668158830320
37,JEANS TRF UTILITY,MID RISE - FULL LENGTH,PANTALON,https://static.zara.net/photos///2022/I/0/1/p/6688/229/050/2/w/2048/6688229050_2_3_1.jpg?ts=1668158812562
38,MONO DENIM TRF,Mono de escote cuadrado y manga larga. Bolsillos en delantero y de plastrón en espalda. Detalle de trabillas en cintura. Cierre frontal con cremallera metálica.,MONO,https://static.zara.net/photos///2022/I/0/1/p/5252/281/407/2/w/4176/5252281407_9_1_1.jpg?ts=1668158831566
39,VESTIDO TUL ESTAMPADO,Vestido corto de cuello redondo y manga larga. Detalle de frunces en lateral. Forro interior combinado a contraste. Cierre en espalda con abertura y botón.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8839/084/050/2/w/2048/8839084050_1_1_1.jpg?ts=1668158808896
40,CUERPO CROP SATINADO LUNARES,Cuerpo de escote pico y manga larga abullonada acabada en elástico.  Detalle de espalda descubierta con lazada. Cierre con cremallera lateral oculta en costura.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/3067/197/064/2/w/2048/3067197064_1_1_1.jpg?ts=1668158808767
41,TOP CROP TUL ESTAMPADO,Top semitransparente de cuello subido y manga larga. Detalle de frunces. Cierre en espalda con abertura y botones. ,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9335/085/050/2/w/4176/9335085050_9_1_1.jpg?ts=1668158832173
42,VESTIDO ASIMÉTRICO FRUNCE,Vestido confeccionado en tejido tipo punto de escote asimétrico y manga larga. Detalle de frunce lateral ajustable con lazada en bajo.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/9213/704/800/12/w/2048/9213704800_2_1_1.jpg?ts=1668159863823
43,ZAPATO TACÓN PIEL PLUMAS,Zapato de tacón tipo salón en piel. Adorno de plumas en la parte delantera. Acabado en punta. Cierre mediante hebilla en la pulsera del tobillo. ,ZAPATO TACON,https://static.zara.net/photos///2023/V/1/1/p/1205/110/060/2/w/2048/1205110060_15_3_1.jpg?ts=1668164293243
44,FALDA MIDI TUBO,Falda de tiro alto. Bajo con abertura en espalda. Cierre trasero con cremallera oculta en costura.,FALDA,https://static.zara.net/photos///2023/V/0/1/p/2047/991/409/2/w/2048/2047991409_2_1_1.jpg?ts=1668158572265
45,VESTIDO TUBO FRUNCES LATERALES,Vestido midi de cuello redondo y manga larga. Detalle de frunces laterales en cintura. Bajo con abertura en espalda. Cierre trasero con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2023/V/0/1/p/2051/991/409/2/w/2048/2051991409_1_1_1.jpg?ts=1668158548106
46,VESTIDO SACO MINI,Vestido de cuello solapa con escote pico y manga por debajo del codo acabada con botón dorado.,VESTIDO,https://static.zara.net/photos///2023/V/0/1/p/7969/022/538/2/w/2048/7969022538_2_3_1.jpg?ts=1668158551140
47,ABRIGO OVERSIZE CON LANA,Abrigo confeccionado con tejido en mezcla de lana. Cuello solapa y manga larga acabada con botones. Bolsillos delanteros de vivo. Cierre frontal con botones.,ABRIGO,https://static.zara.net/photos///2023/V/0/1/p/2039/289/704/2/w/2048/2039289704_2_4_1.jpg?ts=1668158545739
48,JEANS Z1975 HIGH RISE MINI FLARE,Jeans de tiro alto con falsos bolsillos de vivo delanteros y bolsillos de plastrón en espalda. Bajo acabado en evasé. Cierre frontal con cremallera y botón dorado.,PANTALON,https://static.zara.net/photos///2023/V/0/1/p/6147/052/407/2/w/2048/6147052407_2_1_1.jpg?ts=1668161206358
49,MONO CRUZADO CORTO,"Mono de cuello redondo y manga larga. Detalle de acabados con pliegues y falsos botones dorados delanteros. Cierre en espalda con cremallera oculta en costura, abertura y botones.",MONO,https://static.zara.net/photos///2023/V/0/1/p/1165/194/829/2/w/2048/1165194829_2_2_1.jpg?ts=1668158545539
50,VESTIDO ESTAMPADO CINTURÓN,Vestido corto de cuello vuelto y manga larga. Detalle de cinturón forrado a tono. Cierre en espalda con cremallera oculta en costura.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/2157/270/080/2/w/2048/2157270080_2_1_1.jpg?ts=1668158532491
51,CAMISA SATINADA ESTAMPADA,Camisa de cuello solapa con escote pico y manga larga. Cierre frontal con botones.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9145/824/080/2/w/2048/9145824080_2_2_1.jpg?ts=1668161200360
52,BLAZER CRUZADA OVERSIZE,Blazer de cuello solapa y manga larga con hombreras. Bolsillos delanteros con solapa. Cierre frontal cruzado con botones.,BLASIER,https://static.zara.net/photos///2022/I/0/1/p/2076/762/401/2/w/2048/2076762401_2_1_1.jpg?ts=1668158510688
53,PANTALÓN ANCHO,"Pantalón tiro alto con bolsillos delanteros y falso bolsillo de vivo en espalda. Pernera ancha. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/2077/762/401/2/w/2048/2077762401_1_1_1.jpg?ts=1668158508343
54,CHALECO BUSTIER,Chaleco tipo bustier con escote corazón y solapas delanteras. Cierre frontal con botones.,CHALECO,https://static.zara.net/photos///2022/I/0/1/p/2079/762/401/2/w/2048/2079762401_1_1_1.jpg?ts=1668158510573
55,FALDA PANTALÓN TABLAS,Falda pantalón de tiro alto. Cierre lateral con cremallera oculta en costura.,BERMUDA,https://static.zara.net/photos///2022/I/0/1/p/2078/762/401/2/w/2048/2078762401_2_1_1.jpg?ts=1668158514063
56,BLUSA JACQUARD VOLANTES,Blusa de escote pico y manga larga. Detalle de acabados con volantes. Cierre frontal con botones metálicos.,CAMISA,https://static.zara.net/photos///2023/V/0/1/p/2024/893/800/2/w/2048/2024893800_2_4_1.jpg?ts=1668158567955
57,CUERPO SATINADO CADENA,Cuerpo de cuello redondo fluido con aplicación de cadena dorada en hombro. Manga larga. Cierre en espalda con abertura y botón.,CAMISA,https://static.zara.net/photos///2023/V/0/1/p/2101/895/800/2/w/2048/2101895800_1_1_1.jpg?ts=1668158571035
58,BLUSA PUNTILLA CUELLO PLUMAS,Blusa de cuello redondo con aplicación de puntilla y manga larga. Detalle aplicación de plumas. Cierre en espalda con abertura y botón.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/2071/892/800/2/w/2048/2071892800_2_1_1.jpg?ts=1668158532938
59,CUERPO HALTER JACQUARD FLOR,Cuerpo de cuello halter con aplicación de flor. Cierre en espalda con abertura y botones.,CAMISA,https://static.zara.net/photos///2022/I/0/1/p/9244/893/800/2/w/2048/9244893800_1_1_1.jpg?ts=1668161200612
60,VESTIDO PLISADO CINTURÓN,Vestido de cuello solapa con escote pico y manga larga. Cintura elástica y cinturón a tono. Forro interior. Cierre frontal con botones dorados.,VESTIDO,https://static.zara.net/photos///2023/V/0/1/p/9878/053/518/2/w/2048/9878053518_2_3_1.jpg?ts=1668158573310
61,VESTIDO CORTO ESTAMPADO FLORAL,Vestido de cuello subido y manga larga acabada con botón dorado. Cierre en espalda con abertura y botones.,VESTIDO,https://static.zara.net/photos///2023/V/0/1/p/2065/501/069/2/w/2048/2065501069_1_1_1.jpg?ts=1668158548654
62,VESTIDO CORTO ESTAMPADO FLORAL,Vestido de cuello subido y manga larga acabada con botón dorado. Cierre en espalda con abertura y botones.,VESTIDO,https://static.zara.net/photos///2023/V/0/1/p/2065/400/093/2/w/2048/2065400093_1_1_1.jpg?ts=1668158548101
63,PANTALÓN JOGGER WAIST,"Pantalón pitillo de tiro medio con cintura elástica en espalda. Bolsillos frontales y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2023/V/0/1/p/1608/026/803/2/w/2048/1608026803_1_1_1.jpg?ts=1668173801607
64,PANTALÓN JOGGER WAIST,"Pantalón pitillo de tiro medio con cintura elástica en espalda. Bolsillos frontales y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/1608/320/043/2/w/2048/1608320043_15_10_1.jpg?ts=1661849380939
65,PANTALÓN JOGGER WAIST,"Pantalón pitillo de tiro medio con cintura elástica en espalda. Bolsillos frontales y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/1478/233/251/2/w/2048/1478233251_15_10_1.jpg?ts=1659451786989
66,PANTALÓN JOGGER WAIST,"Pantalón pitillo de tiro medio con cintura elástica en espalda. Bolsillos frontales y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/1608/227/401/12/w/2048/1608227401_15_10_1.jpg?ts=1667557620722
67,PANTALÓN JOGGER WAIST,"Pantalón pitillo de tiro medio con cintura elástica en espalda. Bolsillos frontales y falsos bolsillos de vivo en espalda. Bajo con aberturas laterales. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/1608/226/811/17/w/2048/1608226811_15_10_1.jpg?ts=1664269887266
68,PANTALÓN TIRO ALTO CULOTTE,Pantalón de tiro alto con bolsillos delanteros. Pernera ancha. Cierre frontal con cremallera y botón.,PANTALON,https://static.zara.net/photos///2022/I/0/1/p/8372/269/809/12/w/2048/8372269809_1_1_1.jpg?ts=1668174261996
69,PANTALÓN RECTO CINTURÓN,"Pantalón de tiro alto con pinzas delanteras. Bolsillos frontales y falsos bolsillos de vivo en espalda. Detalle de cinturón con relieve. Pernera recta y bajo acabado en vuelta. Cierre frontal con cremallera, botón interior y gancho metálico.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/8372/310/800/2/w/2048/8372310800_1_1_1.jpg?ts=1668158527726
70,BOTÍN TEJIDO TACÓN GEOMÉTRICO,Zapato tipo botín en tejido elástico. Tacón alto geométrico. Corte ajustado. Acabado en punta. Tirador trasero. ,BOTIN TACON,https://static.zara.net/photos///2023/V/1/1/p/3233/010/183/2/w/2048/3233010183_15_4_1.jpg?ts=1668164185912
71,TOP CUT OUTS SEAMLESS,LIMITLESS CONTOUR COLLECTION,TOPS Y OTRAS P.,https://static.zara.net/photos///2022/I/0/1/p/7901/895/922/2/w/4176/7901895922_9_1_1.jpg?ts=1668096449583
72,BODY EFECTO RED SEAMLESS,LIMITLESS CONTOUR COLLECTION,BODY,https://static.zara.net/photos///2022/I/0/1/p/7901/893/800/2/w/2048/7901893800_2_5_1.jpg?ts=1668096419233
73,BODY CUT OUTS SEAMLESS,LIMITLESS CONTOUR COLLECTION,BODY,https://static.zara.net/photos///2022/I/0/1/p/7901/894/507/2/w/2048/7901894507_2_2_1.jpg?ts=1668096443256
74,PANTALÓN JOGGER STOPPERS,Pantalón con cintura elástica ajustable con cordones. Bolsillos laterales. Pierna ancha. Bajo ajustable con cordón elástico y stopper.,LEGGINGS,https://static.zara.net/photos///2022/I/0/1/p/0085/878/505/2/w/2048/0085878505_1_1_1.jpg?ts=1668096420892
75,LEGGINGS CUT OUTS SEAMLESS,LIMITLESS CONTOUR COLLECTION,PANTALON,https://static.zara.net/photos///2022/I/0/1/p/7901/896/922/2/w/2048/7901896922_2_4_1.jpg?ts=1668096446616
76,PANTALÓN CARGO JOGGER,Pantalón de tiro alto con cintura elástica ajustable con cordones. Bolsillos de plastrón en pierna. Bajo acabado en puño elástico.,PANTALON,https://static.zara.net/photos///2022/I/0/1/p/4174/843/800/17/w/4176/4174843800_9_1_1.jpg?ts=1668097383887
77,BODY CUELLO ALTO,Body confeccionado en nailon y elastano de cuello subido y manga larga. Cierre en bajo con botones a presión.,BODY,https://static.zara.net/photos///2022/I/0/1/p/3641/811/800/2/w/2048/3641811800_2_1_1.jpg?ts=1668096424984
78,PANTALÓN JOGGER CARGO,Pantalón con cintura elástica ajustable con cordón y stopper. Bolsillos laterales y de plastrón con solapa en pierna. Bajo acabado en puño elástico.,PANTALON,https://static.zara.net/photos///2022/I/0/1/p/5584/806/818/2/w/2048/5584806818_1_1_1.jpg?ts=1668096427681
79,BODY EFECTO RED SEAMLESS,LIMITLESS CONTOUR COLLECTION,BODY,https://static.zara.net/photos///2022/I/0/1/p/7901/892/807/2/w/2048/7901892807_2_1_1.jpg?ts=1668096419196
80,VESTIDO EFECTO RED SEAMLESS,LIMITLESS CONTOUR COLLECTION,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/7901/897/800/2/w/2048/7901897800_2_4_1.jpg?ts=1668096418501
81,CAMISETA CROP,Camiseta de cuello redondo y manga larga.,CAMISETA,https://static.zara.net/photos///2022/I/0/1/p/3641/809/818/2/w/2048/3641809818_2_2_1.jpg?ts=1668096422126
82,SUDADERA CROP PLIEGUES,Sudadera corta de cuello redondo y manga larga. Acabados en rib. Detalle de pliegues en espalda.,SUDADERA,https://static.zara.net/photos///2022/I/0/1/p/0085/887/505/2/w/2048/0085887505_2_2_1.jpg?ts=1668096448990
83,SUDADERA CROP CAPUCHA,Sudadera corta con capucha ajustable con cordones y manga larga. Acabados en rib. Bolsillos en delantero. Cierre frontal con cremallera metálica.,SUDADERA,https://static.zara.net/photos///2022/I/0/1/p/0264/854/835/2/w/2048/0264854835_1_1_1.jpg?ts=1668096421356
84,BOTÍN TACÓN ALTO GEOMÉTRICO,Zapato tipo botín con tacón alto geométrico. Corte ajustado. Acabado en punta. Cierre mediante cremallera en el lateral. ,BOTIN TACON,https://static.zara.net/photos///2023/V/1/1/p/3238/010/800/2/w/2048/3238010800_15_1_1.jpg?ts=1667902551991
85,BOINA LANA BRILLOS,Boina confeccionada en lana 100 % con aplicación de brillos.,GORRO,https://static.zara.net/photos///2022/I/0/1/p/3739/234/800/2/w/2048/3739234800_2_1_1.jpg?ts=1668171448165
86,GUANTES COMBINADOS PUNTO,Guantes combinados en tejido de punto y efecto piel.,GUANTE,https://static.zara.net/photos///2022/I/0/1/p/3920/245/707/2/w/2048/3920245707_1_1_1.jpg?ts=1668171449005
87,PAÑUELO FLORES,Pañuelo estampado en tono sobre tono. Acabados deshilachados. ,PAÑOLETAS/FOULARD,https://static.zara.net/photos///2022/I/0/1/p/4758/207/711/2/w/2048/4758207711_1_1_1.jpg?ts=1668171449211
88,BEANIE OREJERAS CON ALPACA,Beanie con orejeras y cordones confeccionado en tejido con mezcla de alpaca.,GORRO,https://static.zara.net/photos///2022/I/0/1/p/3739/279/712/2/w/2048/3739279712_1_1_1.jpg?ts=1668171448899
89,VESTIDO TRANSPARENTE PREMIUM,"Vestido largo transparente confeccionado con un tejido de origen japonés vaporoso, ligero y etéreo que refleja diferentes tonalidades en función de la luz. Escote recto con volantes y tirantes finos. Bajo acabado en abertura. Cierre en espalda con botón.",VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8597/863/302/3/w/6316/8597863302_15_2_1.jpg?ts=1668156808690
90,CAMISETA SEMITRANSPARENTE SEDA,Camiseta confeccionada en seda. Cuello subido y manga larga. Acabados sin costura.,TOPS Y OTRAS P.,https://static.zara.net/photos///2022/I/0/1/p/1758/729/800/2/w/2048/1758729800_2_1_1.jpg?ts=1668003229956
91,BLUSA TRANSPARENTE PREMIUM,"Blusa transparente confeccionada con un tejido de origen japonés vaporoso, ligero y etéreo que refleja diferentes tonalidades en función de la luz. Cuello redondo y manga larga. Cierre en espalda con abertura y botón.",TOPS Y OTRAS P.,https://static.zara.net/photos///2022/I/0/1/p/8594/863/438/2/w/2048/8594863438_1_1_1.jpg?ts=1668003219674
92,VESTIDO HALTER TIE DYE,Vestido largo con cuello halter subido y hombros descubiertos. Forro interior. Cierre en cuello con botones.,VESTIDO,https://static.zara.net/photos///2022/I/0/1/p/8076/827/050/2/w/2048/8076827050_2_1_1.jpg?ts=1668003219639
93,PANTALÓN VAPOROSO TRANSPARENTE,"Pantalón transparente confeccionado con un tejido de origen japonés vaporoso, ligero y etéreo que refleja diferentes tonalidades en función de la luz. Tiro medio y cintura elástica. Bolsillos de plastrón en delantero. Pierna recta.",PANTALON,https://static.zara.net/photos///2022/I/0/1/p/8595/863/750/23/w/2048/8595863750_1_1_1.jpg?ts=1668084955717
94,CAMISETA CUELLO PERKINS,Camiseta confeccionada en algodón. Cuello perkins y manga larga.,TOPS Y OTRAS P.,https://static.zara.net/photos///2022/I/0/1/p/0264/788/800/2/w/2048/0264788800_2_1_1.jpg?ts=1668003219306
95,CALCETINES BRILLOS,Calcetines altos con acabados en ondas. Detalle de hilo metalizado.,CALCETIN,https://static.zara.net/photos///2022/I/0/1/p/3334/700/942/2/w/2048/3334700942_6_1_1.jpg?ts=1668072749706
96,CALCETINES LARGOS BRILLOS,Calcetines largos con acabados en ondas. Detalle de aplicación de hilo metalizado.,CALCETIN,https://static.zara.net/photos///2022/I/0/1/p/3334/701/800/2/w/2048/3334701800_6_1_1.jpg?ts=1668072748161
97,SUJETADOR SEDA BRILLOS,Sujetador con aros confeccionado con tejido en mezcla de seda. Tirantes finos ajustables con pasador de brillos. Cierre en espalda con gancho metálico.,SUJETADOR,https://static.zara.net/photos///2022/I/0/1/p/1067/785/800/2/w/2048/1067785800_2_2_1.jpg?ts=1668003224849
